class_folder,subject_folder,sub_path,filename,size_kb
"NCRT 8","NCRT CLASS 8 MATHS GANITHAPRAKASH PART 2","","CHAPTER 5 TALES BY DOTS AND LINES.pdf",11249
"NCRT 8","NCRT CLASS 8 MATHS GANITHAPRAKASH PART 2","","CHAPTER 6 ALGEBRA PLAY.pdf",5252
"NCRT 8","NCRT CLASS 8 MATHS GANITHAPRAKASH PART 2","","CHAPTER 7 AREA.pdf",3820
"NCRT 8","NCRT CLASS 8 MATHS GANITHAPRAKASH PART 2","","LEARNING MATERIAL SHEETS &  INDEX.pdf",5374
"NCRT 8","NCRT CLASS 8 SCIENCE","","CHAPTER 1.pdf",1657
"NCRT 8","NCRT CLASS 8 SCIENCE","","CHAPTER 10  LIGHTS MIRRORS AND LENS.pdf",3512
"NCRT 8","NCRT CLASS 8 SCIENCE","","CHAPTER 11 KEEPING TIME WITH SKIES.pdf",3102
"NCRT 8","NCRT CLASS 8 SCIENCE","","CHAPTER 12 HOW NATURE WORK IN HARMONY.pdf",5031
"NCRT 8","NCRT CLASS 8 SCIENCE","","CHAPTER 13 OUR HOME EARTH A UNIQUE LIFE SUSTAINING PLANET.pdf",5643
"NCRT 8","NCRT CLASS 8 SCIENCE","","CHAPTER 2 THE INVISIBLE LIVING WORLD BEYOND OUR NACKED EYE.pdf",4149
"NCRT 8","NCRT CLASS 8 SCIENCE","","CHAPTER 3 HEALTH OUR ULTIMATE TRESURE.pdf",4195
"NCRT 8","NCRT CLASS 8 SCIENCE","","CHAPTER 4 ELECTRICITY MAGNETICS AND HEATING EFFECTS.pdf",3391
"NCRT 8","NCRT CLASS 8 SCIENCE","","CHAPTER 5 EXPLORING FORCES.pdf",3538
"NCRT 8","NCRT CLASS 8 SCIENCE","","CHAPTER 6 PRESURE  WIND STORMS.pdf",4422
"NCRT 8","NCRT CLASS 8 SCIENCE","","CHAPTER 7 PARTICULATE NATURE OF MATTER.pdf",4209
"NCRT 8","NCRT CLASS 8 SCIENCE","","CHAPTER 8 NATURE OF MATTER.pdf",3322
"NCRT 8","NCRT CLASS 8 SCIENCE","","CHAPTER 9 THE AMAZING WORLD OF SOLUTES.pdf",3287
"NCRT 8","NCRT CLASS 8 SCIENCE","","CURIOSITY INTEX.pdf",3590
"NCRT 8","NCRT CLASS 8 SOCIAL","","PART 1.pdf",20027
"NCRT 8","NCRT CLASS 8 SOCIAL","","POLITICAL MAP.pdf",5801
"NCRT 8","NCRT CLASS 8 SOCIAL","","THEME  E CHAPTER 7 FACTORS OF PRODUCTION.pdf",4604
"NCRT 8","NCRT CLASS 8 SOCIAL","","THEME A- TAPTER 1 NATURAL RESOURCES AND THEIR  USE.pdf",6456
"NCRT 8","NCRT CLASS 8 SOCIAL","","THEME B CHAPTER 2 RESHAPING INDIA_S POLITICAL MAP.pdf",12123
"NCRT 8","NCRT CLASS 8 SOCIAL","","THEME B CHAPTER 3 RISE OF THE MARATHAS.pdf",5545
"NCRT 8","NCRT CLASS 8 SOCIAL","","THEME B CHAPTER 4  THE COLONIAL ERA IN INDIA.pdf",5473
"NCRT 8","NCRT CLASS 8 SOCIAL","","THEME D CHAPTER 5 UNIVERSL FRANCHISE AND INDIAS ELECTORAL SYSTEM.pdf",5146
"NCRT 8","NCRT CLASS 8 SOCIAL","","THEME D CHAPTER 6 THE PARLIAMENTARY SYSTEM LEGISLATURE AND  EXECUTIVE.pdf",3377
